task_id,split,in_frame,declined_reason,block_rows,block_columns,identity_layout,n_blocks,blocks_described,blocks_determined,blocks_ambiguous,blocks_unmatched,fixed_layout_determined,state_layout_determined
cf98881b,training,False,output_not_block_multiple,,,,,,,,,,
cfb2ce5a,training,True,,1,1,True,3,0,0,0,3,False,False
d017b73f,training,False,output_not_block_multiple,,,,,,,,,,
d037b0a7,training,True,,1,1,True,3,0,0,0,3,False,False
d06dbe63,training,True,,1,1,True,2,0,0,0,2,False,False
d07ae81c,training,True,,1,1,True,3,0,0,0,3,False,False
d0f5fe59,training,False,output_not_block_multiple,,,,,,,,,,
d10ecb37,training,False,output_not_block_multiple,,,,,,,,,,
d13f3404,training,True,,2,2,False,12,0,0,0,12,False,False
d19f7514,training,False,output_not_block_multiple,,,,,,,,,,
d22278a0,training,True,,1,1,True,4,0,0,0,4,False,False
d23f8c26,training,True,,1,1,True,3,0,0,0,3,False,False
d255d7a7,training,True,,1,1,True,3,0,0,0,3,False,False
d282b262,training,True,,1,1,True,3,0,0,0,3,False,False
d2abd087,training,True,,1,1,True,3,0,0,0,3,False,False
d2acf2cb,training,True,,1,1,True,3,0,0,0,3,False,False
d304284e,training,True,,1,1,True,2,0,0,0,2,False,False
d364b489,training,True,,1,1,True,2,0,0,0,2,False,False
d37a1ef5,training,True,,1,1,True,3,0,0,0,3,False,False
d406998b,training,True,,1,1,True,4,0,0,0,4,False,False
d43fd935,training,True,,1,1,True,3,0,0,0,3,False,False
d4469b4b,training,False,output_not_block_multiple,,,,,,,,,,
d47aa2ff,training,False,output_not_block_multiple,,,,,,,,,,
d492a647,training,True,,1,1,True,2,0,0,0,2,False,False
d4a91cb9,training,True,,1,1,True,3,0,0,0,3,False,False
d4b1c2b1,training,False,inconsistent_block_layout,,,,,,,,,,
d4c90558,training,False,output_not_block_multiple,,,,,,,,,,
d4f3cd78,training,True,,1,1,True,2,0,0,0,2,False,False
d511f180,training,True,,1,1,True,3,0,0,0,3,False,False
d56f2372,training,False,output_not_block_multiple,,,,,,,,,,
d5c634a2,training,False,output_not_block_multiple,,,,,,,,,,
d5d6de2d,training,True,,1,1,True,3,0,0,0,3,False,False
d631b094,training,False,output_not_block_multiple,,,,,,,,,,
d6542281,training,True,,1,1,True,3,0,0,0,3,False,False
d687bc17,training,True,,1,1,True,3,0,0,0,3,False,False
d6ad076f,training,True,,1,1,True,3,0,0,0,3,False,False
d6e50e54,training,True,,1,1,True,3,0,0,0,3,False,False
d749d46f,training,False,output_not_block_multiple,,,,,,,,,,
d753a70b,training,True,,1,1,True,3,0,0,0,3,False,False
d89b689b,training,True,,1,1,True,3,0,0,0,3,False,False
d8c310e9,training,True,,1,1,True,3,0,0,0,3,False,False
d90796e8,training,True,,1,1,True,3,0,0,0,3,False,False
d931c21c,training,True,,1,1,True,4,1,1,0,3,False,False
d93c6891,training,True,,1,1,True,3,0,0,0,3,False,False
d94c3b52,training,True,,1,1,True,3,0,0,0,3,False,False
d968ffd4,training,True,,1,1,True,3,0,0,0,3,False,False
d9f24cd1,training,True,,1,1,True,2,0,0,0,2,False,False
d9fac9be,training,False,output_not_block_multiple,,,,,,,,,,
da2b0fe3,training,True,,1,1,True,3,0,0,0,3,False,False
da6e95e5,training,False,output_not_block_multiple,,,,,,,,,,
dae9d2b5,training,False,output_not_block_multiple,,,,,,,,,,
db118e2a,training,False,output_not_block_multiple,,,,,,,,,,
db3e9e38,training,True,,1,1,True,2,0,0,0,2,False,False
db615bd4,training,True,,1,1,True,3,0,0,0,3,False,False
db7260a4,training,True,,1,1,True,5,0,0,0,5,False,False
db93a21d,training,True,,1,1,True,4,0,0,0,4,False,False
dbc1a6ce,training,True,,1,1,True,4,0,0,0,4,False,False
dc1df850,training,True,,1,1,True,3,0,0,0,3,False,False
dc2aa30b,training,True,,1,1,True,3,0,0,0,3,False,False
dc2e9a9d,training,True,,1,1,True,3,0,0,0,3,False,False
dc433765,training,True,,1,1,True,7,0,0,0,7,False,False
dc46ea44,training,True,,1,1,True,3,0,0,0,3,False,False
dce56571,training,True,,1,1,True,3,0,0,0,3,False,False
dd2401ed,training,True,,1,1,True,4,0,0,0,4,False,False
ddf7fa4f,training,True,,1,1,True,3,0,0,0,3,False,False
de1cd16c,training,False,output_not_block_multiple,,,,,,,,,,
de493100,training,False,output_not_block_multiple,,,,,,,,,,
ded97339,training,True,,1,1,True,3,0,0,0,3,False,False
df8cc377,training,True,,1,1,True,3,0,0,0,3,False,False
df978a02,training,True,,1,1,True,3,0,0,0,3,False,False
df9fd884,training,True,,1,1,True,3,0,0,0,3,False,False
e048c9ed,training,True,,1,1,True,4,0,0,0,4,False,False
e0fb7511,training,True,,1,1,True,3,0,0,0,3,False,False
e133d23d,training,False,output_not_block_multiple,,,,,,,,,,
e179c5f4,training,True,,1,1,True,3,0,0,0,3,False,False
e1baa8a4,training,False,output_not_block_multiple,,,,,,,,,,
e1d2900e,training,True,,1,1,True,3,0,0,0,3,False,False
e2092e0c,training,True,,1,1,True,3,0,0,0,3,False,False
e21a174a,training,True,,1,1,True,3,0,0,0,3,False,False
e21d9049,training,True,,1,1,True,2,0,0,0,2,False,False
e26a3af2,training,True,,1,1,True,3,0,0,0,3,False,False
e345f17b,training,False,output_not_block_multiple,,,,,,,,,,
e3497940,training,False,output_not_block_multiple,,,,,,,,,,
e39e9282,training,True,,1,1,True,3,0,0,0,3,False,False
e3f79277,training,False,output_not_block_multiple,,,,,,,,,,
e3fe1151,training,True,,1,1,True,3,0,0,0,3,False,False
e4075551,training,True,,1,1,True,3,0,0,0,3,False,False
e40b9e2f,training,True,,1,1,True,3,0,0,0,3,False,False
e41c6fd3,training,True,,1,1,True,3,0,0,0,3,False,False
e45ef808,training,True,,1,1,True,2,0,0,0,2,False,False
e4888269,training,True,,1,1,True,3,0,0,0,3,False,False
e48d4e1a,training,True,,1,1,True,4,0,0,0,4,False,False
e4941b18,training,True,,1,1,True,3,0,0,0,3,False,False
e5062a87,training,True,,1,1,True,3,0,0,0,3,False,False
e509e548,training,True,,1,1,True,3,0,0,0,3,False,False
e50d258f,training,False,output_not_block_multiple,,,,,,,,,,
e57337a4,training,False,output_not_block_multiple,,,,,,,,,,
e5790162,training,True,,1,1,True,5,0,0,0,5,False,False
e5c44e8f,training,True,,1,1,True,3,0,0,0,3,False,False
e619ca6e,training,True,,1,1,True,3,0,0,0,3,False,False
e633a9e5,training,False,output_not_block_multiple,,,,,,,,,,
e6721834,training,False,output_not_block_multiple,,,,,,,,,,
e681b708,training,True,,1,1,True,3,0,0,0,3,False,False
e69241bd,training,True,,1,1,True,3,0,0,0,3,False,False
e6de6e8f,training,False,output_not_block_multiple,,,,,,,,,,
e729b7be,training,True,,1,1,True,3,0,0,0,3,False,False
e73095fd,training,True,,1,1,True,3,0,0,0,3,False,False
e734a0e8,training,True,,1,1,True,2,0,0,0,2,False,False
e74e1818,training,True,,1,1,True,3,0,0,0,3,False,False
e760a62e,training,True,,1,1,True,3,0,0,0,3,False,False
e7639916,training,True,,1,1,True,3,0,0,0,3,False,False
e76a88a6,training,True,,1,1,True,2,0,0,0,2,False,False
e78887d1,training,False,output_not_block_multiple,,,,,,,,,,
e7a25a18,training,False,output_not_block_multiple,,,,,,,,,,
e7b06bea,training,True,,1,1,True,5,0,0,0,5,False,False
e7dd8335,training,True,,1,1,True,3,0,0,0,3,False,False
e84fef15,training,False,output_not_block_multiple,,,,,,,,,,
e8593010,training,True,,1,1,True,3,0,0,0,3,False,False
e872b94a,training,False,output_not_block_multiple,,,,,,,,,,
e88171ec,training,True,,1,1,True,3,0,0,0,3,False,False
e8dc4411,training,True,,1,1,True,3,0,0,0,3,False,False
e9614598,training,True,,1,1,True,2,0,0,0,2,False,False
e98196ab,training,False,output_not_block_multiple,,,,,,,,,,
e99362f0,training,False,output_not_block_multiple,,,,,,,,,,
e9ac8c9e,training,True,,1,1,True,3,0,0,0,3,False,False
e9afcf9a,training,True,,1,1,True,2,0,0,0,2,False,False
e9b4f6fc,training,False,output_not_block_multiple,,,,,,,,,,
e9bb6954,training,True,,1,1,True,4,0,0,0,4,False,False
e9c9d9a1,training,True,,1,1,True,3,0,0,0,3,False,False
e9fc42f2,training,False,output_not_block_multiple,,,,,,,,,,
ea32f347,training,True,,1,1,True,4,0,0,0,4,False,False
ea786f4a,training,True,,1,1,True,3,0,0,0,3,False,False
ea959feb,training,True,,1,1,True,3,0,0,0,3,False,False
ea9794b1,training,False,output_not_block_multiple,,,,,,,,,,
eb281b96,training,False,output_not_block_multiple,,,,,,,,,,
eb5a1d5d,training,False,output_not_block_multiple,,,,,,,,,,
ec883f72,training,True,,1,1,True,4,0,0,0,4,False,False
ecaa0ec1,training,True,,1,1,True,4,0,0,0,4,False,False
ecb67b6d,training,True,,1,1,True,3,0,0,0,3,False,False
ecdecbb3,training,True,,1,1,True,3,0,0,0,3,False,False
ed36ccf7,training,True,,1,1,True,4,4,3,1,0,True,False
ed74f2f2,training,False,output_not_block_multiple,,,,,,,,,,
ed98d772,training,True,,2,2,False,20,20,14,6,0,True,False
edcc2ff0,training,True,,1,1,True,3,0,0,0,3,False,False
ef135b50,training,True,,1,1,True,3,0,0,0,3,False,False
ef26cbf6,training,True,,1,1,True,2,0,0,0,2,False,False
f0100645,training,True,,1,1,True,2,0,0,0,2,False,False
f0afb749,training,True,,2,2,False,12,2,2,0,10,False,False
f0df5ff0,training,True,,1,1,True,3,0,0,0,3,False,False
f0f8a26d,training,True,,1,1,True,3,0,0,0,3,False,False
f15e1fac,training,True,,1,1,True,3,0,0,0,3,False,False
f18ec8cc,training,True,,1,1,True,4,0,0,0,4,False,False
f1bcbc2c,training,True,,1,1,True,4,0,0,0,4,False,False
f1cefba8,training,True,,1,1,True,3,0,0,0,3,False,False
f21745ec,training,True,,1,1,True,3,0,0,0,3,False,False
f25fbde4,training,False,output_not_block_multiple,,,,,,,,,,
f25ffba3,training,True,,1,1,True,2,0,0,0,2,False,False
f2829549,training,False,output_not_block_multiple,,,,,,,,,,
f28a3cbb,training,True,,1,1,True,2,0,0,0,2,False,False
f341894c,training,True,,1,1,True,3,0,0,0,3,False,False
f35d900a,training,True,,1,1,True,4,0,0,0,4,False,False
f3b10344,training,True,,1,1,True,3,0,0,0,3,False,False
f3cdc58f,training,True,,1,1,True,3,0,0,0,3,False,False
f3e14006,training,True,,1,1,True,4,0,0,0,4,False,False
f3e62deb,training,True,,1,1,True,6,0,0,0,6,False,False
f45f5ca7,training,True,,1,1,True,3,0,0,0,3,False,False
f5aa3634,training,False,output_not_block_multiple,,,,,,,,,,
f5b8619d,training,True,,2,2,False,12,0,0,0,12,False,False
f5c89df1,training,True,,1,1,True,3,0,0,0,3,False,False
f76d97a5,training,True,,1,1,True,3,0,0,0,3,False,False
f823c43c,training,True,,1,1,True,2,0,0,0,2,False,False
f83cb3f6,training,True,,1,1,True,3,0,0,0,3,False,False
f8a8fe49,training,True,,1,1,True,3,0,0,0,3,False,False
f8b3ba0a,training,False,output_not_block_multiple,,,,,,,,,,
f8be4b64,training,True,,1,1,True,4,0,0,0,4,False,False
f8c80d96,training,True,,1,1,True,3,0,0,0,3,False,False
f8cc533f,training,True,,1,1,True,3,0,0,0,3,False,False
f8f52ecc,training,True,,1,1,True,3,0,0,0,3,False,False
f8ff0b80,training,False,output_not_block_multiple,,,,,,,,,,
f9012d9b,training,False,output_not_block_multiple,,,,,,,,,,
f9a67cb5,training,True,,1,1,True,3,0,0,0,3,False,False
f9d67f8b,training,True,,1,1,True,4,0,0,0,4,False,False
fafd9572,training,True,,1,1,True,2,0,0,0,2,False,False
fafffa47,training,False,output_not_block_multiple,,,,,,,,,,
fb791726,training,True,,2,2,False,12,0,0,0,12,False,False
fbf15a0b,training,False,output_not_block_multiple,,,,,,,,,,
fc10701f,training,True,,1,1,True,3,0,0,0,3,False,False
fc4aaf52,training,True,,1,1,True,2,0,0,0,2,False,False
fc754716,training,True,,1,1,True,4,0,0,0,4,False,False
fcb5c309,training,False,output_not_block_multiple,,,,,,,,,,
fcc82909,training,True,,1,1,True,3,0,0,0,3,False,False
fd02da9e,training,True,,1,1,True,4,0,0,0,4,False,False
fd096ab6,training,True,,1,1,True,2,0,0,0,2,False,False
fd4b2b02,training,True,,1,1,True,3,0,0,0,3,False,False
fe45cba4,training,True,,1,1,True,2,0,0,0,2,False,False
fe9372f3,training,True,,1,1,True,2,0,0,0,2,False,False
fea12743,training,True,,1,1,True,3,0,0,0,3,False,False
feca6190,training,False,inconsistent_block_layout,,,,,,,,,,
ff2825db,training,True,,1,1,True,3,0,0,0,3,False,False
ff28f65a,training,False,output_not_block_multiple,,,,,,,,,,
ff72ca3e,training,True,,1,1,True,4,0,0,0,4,False,False
ff805c23,training,False,output_not_block_multiple,,,,,,,,,,
0934a4d8,evaluation,False,output_not_block_multiple,,,,,,,,,,
135a2760,evaluation,True,,1,1,True,2,0,0,0,2,False,False
136b0064,evaluation,False,output_not_block_multiple,,,,,,,,,,
13e47133,evaluation,True,,1,1,True,3,0,0,0,3,False,False
142ca369,evaluation,True,,1,1,True,3,0,0,0,3,False,False
16b78196,evaluation,True,,1,1,True,2,0,0,0,2,False,False
16de56c4,evaluation,True,,1,1,True,3,0,0,0,3,False,False
1818057f,evaluation,True,,1,1,True,3,0,0,0,3,False,False
195c6913,evaluation,True,,1,1,True,3,0,0,0,3,False,False
1ae2feb7,evaluation,True,,1,1,True,3,0,0,0,3,False,False
20270e3b,evaluation,False,output_not_block_multiple,,,,,,,,,,
20a9e565,evaluation,False,output_not_block_multiple,,,,,,,,,,
21897d95,evaluation,False,output_not_block_multiple,,,,,,,,,,
221dfab4,evaluation,True,,1,1,True,2,0,0,0,2,False,False
247ef758,evaluation,True,,1,1,True,3,0,0,0,3,False,False
269e22fb,evaluation,False,output_not_block_multiple,,,,,,,,,,
271d71e2,evaluation,True,,1,1,True,3,0,0,0,3,False,False
28a6681f,evaluation,True,,1,1,True,3,0,0,0,3,False,False
291dc1e1,evaluation,False,output_not_block_multiple,,,,,,,,,,
2b83f449,evaluation,True,,1,1,True,2,0,0,0,2,False,False
2ba387bc,evaluation,False,output_not_block_multiple,,,,,,,,,,
2c181942,evaluation,True,,1,1,True,3,0,0,0,3,False,False
2d0172a1,evaluation,False,output_not_block_multiple,,,,,,,,,,
31f7f899,evaluation,True,,1,1,True,3,0,0,0,3,False,False
332f06d7,evaluation,True,,1,1,True,4,0,0,0,4,False,False
35ab12c3,evaluation,True,,1,1,True,3,0,0,0,3,False,False
36a08778,evaluation,True,,1,1,True,6,0,0,0,6,False,False
38007db0,evaluation,False,output_not_block_multiple,,,,,,,,,,
3a25b0d8,evaluation,False,output_not_block_multiple,,,,,,,,,,
3dc255db,evaluation,True,,1,1,True,3,0,0,0,3,False,False
3e6067c3,evaluation,True,,1,1,True,3,0,0,0,3,False,False
409aa875,evaluation,True,,1,1,True,3,0,0,0,3,False,False
446ef5d2,evaluation,True,,1,1,True,2,0,0,0,2,False,False
45a5af55,evaluation,False,output_not_block_multiple,,,,,,,,,,
4a21e3da,evaluation,True,,1,1,True,3,0,0,0,3,False,False
4c3d4a41,evaluation,True,,1,1,True,2,0,0,0,2,False,False
4c416de3,evaluation,True,,1,1,True,3,0,0,0,3,False,False
4c7dc4dd,evaluation,False,output_not_block_multiple,,,,,,,,,,
4e34c42c,evaluation,False,output_not_block_multiple,,,,,,,,,,
53fb4810,evaluation,True,,1,1,True,2,0,0,0,2,False,False
5545f144,evaluation,False,output_not_block_multiple,,,,,,,,,,
581f7754,evaluation,True,,1,1,True,3,0,0,0,3,False,False
58490d8a,evaluation,False,output_not_block_multiple,,,,,,,,,,
58f5dbd5,evaluation,False,output_not_block_multiple,,,,,,,,,,
5961cc34,evaluation,True,,1,1,True,4,0,0,0,4,False,False
5dbc8537,evaluation,False,output_not_block_multiple,,,,,,,,,,
62593bfd,evaluation,True,,1,1,True,2,0,0,0,2,False,False
64efde09,evaluation,True,,1,1,True,2,0,0,0,2,False,False
65b59efc,evaluation,False,output_not_block_multiple,,,,,,,,,,
67e490f4,evaluation,False,output_not_block_multiple,,,,,,,,,,
6e453dd6,evaluation,True,,1,1,True,3,0,0,0,3,False,False
6e4f6532,evaluation,True,,1,1,True,2,0,0,0,2,False,False
6ffbe589,evaluation,False,output_not_block_multiple,,,,,,,,,,
71e489b6,evaluation,True,,1,1,True,3,0,0,0,3,False,False
7491f3cf,evaluation,True,,1,1,True,4,0,0,0,4,False,False
7666fa5d,evaluation,True,,1,1,True,2,0,0,0,2,False,False
78332cb0,evaluation,False,output_not_block_multiple,,,,,,,,,,
7b0280bc,evaluation,True,,1,1,True,3,0,0,0,3,False,False
7b3084d4,evaluation,False,output_not_block_multiple,,,,,,,,,,
7b5033c1,evaluation,False,output_not_block_multiple,,,,,,,,,,
7b80bb43,evaluation,True,,1,1,True,2,0,0,0,2,False,False
7c66cb00,evaluation,True,,1,1,True,3,0,0,0,3,False,False
7ed72f31,evaluation,True,,1,1,True,2,0,0,0,2,False,False
800d221b,evaluation,True,,1,1,True,3,0,0,0,3,False,False
80a900e0,evaluation,True,,1,1,True,2,0,0,0,2,False,False
8698868d,evaluation,False,output_not_block_multiple,,,,,,,,,,
88bcf3b4,evaluation,True,,1,1,True,5,0,0,0,5,False,False
88e364bc,evaluation,True,,1,1,True,3,0,0,0,3,False,False
89565ca0,evaluation,False,output_not_block_multiple,,,,,,,,,,
898e7135,evaluation,False,output_not_block_multiple,,,,,,,,,,
8b7bacbf,evaluation,True,,1,1,True,4,0,0,0,4,False,False
8b9c3697,evaluation,True,,1,1,True,3,0,0,0,3,False,False
8e5c0c38,evaluation,True,,1,1,True,2,0,0,0,2,False,False
8f215267,evaluation,True,,1,1,True,3,0,0,0,3,False,False
8f3a5a89,evaluation,True,,1,1,True,3,0,0,0,3,False,False
9385bd28,evaluation,True,,1,1,True,4,0,0,0,4,False,False
97d7923e,evaluation,True,,1,1,True,3,0,0,0,3,False,False
981571dc,evaluation,True,,1,1,True,4,0,0,0,4,False,False
9aaea919,evaluation,True,,1,1,True,3,0,0,0,3,False,False
9bbf930d,evaluation,True,,1,1,True,3,0,0,0,3,False,False
a251c730,evaluation,False,output_not_block_multiple,,,,,,,,,,
a25697e4,evaluation,True,,1,1,True,3,0,0,0,3,False,False
a32d8b75,evaluation,False,output_not_block_multiple,,,,,,,,,,
a395ee82,evaluation,True,,1,1,True,3,0,0,0,3,False,False
a47bf94d,evaluation,True,,1,1,True,3,0,0,0,3,False,False
a6f40cea,evaluation,False,output_not_block_multiple,,,,,,,,,,
aa4ec2a5,evaluation,True,,1,1,True,3,0,0,0,3,False,False
abc82100,evaluation,True,,1,1,True,4,0,0,0,4,False,False
b0039139,evaluation,False,output_not_block_multiple,,,,,,,,,,
b10624e5,evaluation,True,,1,1,True,2,0,0,0,2,False,False
b5ca7ac4,evaluation,True,,1,1,True,3,0,0,0,3,False,False
b6f77b65,evaluation,True,,1,1,True,5,1,1,0,4,False,False
b99e7126,evaluation,True,,1,1,True,3,0,0,0,3,False,False
b9e38dc0,evaluation,True,,1,1,True,3,0,0,0,3,False,False
bf45cf4b,evaluation,False,output_not_block_multiple,,,,,,,,,,
c4d067a0,evaluation,True,,1,1,True,3,0,0,0,3,False,False
c7f57c3e,evaluation,True,,1,1,True,2,0,0,0,2,False,False
cb2d8a2c,evaluation,True,,1,1,True,4,0,0,0,4,False,False
cbebaa4b,evaluation,True,,1,1,True,2,0,0,0,2,False,False
d35bdbdc,evaluation,True,,1,1,True,3,0,0,0,3,False,False
d59b0160,evaluation,True,,1,1,True,3,0,0,0,3,False,False
d8e07eb2,evaluation,True,,1,1,True,5,0,0,0,5,False,False
da515329,evaluation,True,,1,1,True,3,0,0,0,3,False,False
db0c5428,evaluation,True,,1,1,True,3,0,0,0,3,False,False
db695cfb,evaluation,True,,1,1,True,5,0,0,0,5,False,False
dbff022c,evaluation,True,,1,1,True,3,0,0,0,3,False,False
dd6b8c4b,evaluation,True,,1,1,True,3,0,0,0,3,False,False
de809cff,evaluation,True,,1,1,True,2,0,0,0,2,False,False
dfadab01,evaluation,True,,1,1,True,4,0,0,0,4,False,False
e12f9a14,evaluation,True,,1,1,True,4,0,0,0,4,False,False
e3721c99,evaluation,True,,1,1,True,2,0,0,0,2,False,False
e376de54,evaluation,True,,1,1,True,3,0,0,0,3,False,False
e8686506,evaluation,False,output_not_block_multiple,,,,,,,,,,
e87109e9,evaluation,False,output_not_block_multiple,,,,,,,,,,
edb79dae,evaluation,False,output_not_block_multiple,,,,,,,,,,
eee78d87,evaluation,False,output_not_block_multiple,,,,,,,,,,
f560132c,evaluation,False,output_not_block_multiple,,,,,,,,,,
f931b4a8,evaluation,False,output_not_block_multiple,,,,,,,,,,
faa9f03d,evaluation,True,,1,1,True,4,0,0,0,4,False,False
fc7cae8d,evaluation,False,output_not_block_multiple,,,,,,,,,,
